k,p,seed,sample_index,outcome,onset_step,direction,steps_simulated
16,0.75,20260919,5077,certified,1722,"-x,+y",3906
16,0.75,20260919,5078,certified,5087,"-x,+y",7271
16,0.75,20260919,5079,certified,8303,"+x,+y",10487
16,0.75,20260919,5080,certified,8098,"-x,-y",10282
16,0.75,20260919,5081,certified,5047,"+x,+y",7231
16,0.75,20260919,5082,certified,7983,"+x,+y",10238
16,0.75,20260919,5083,certified,7619,"-x,+y",9803
16,0.75,20260919,5084,certified,12950,"-x,+y",15146
16,0.75,20260919,5085,certified,2798,"+x,-y",4982
16,0.75,20260919,5086,certified,7483,"+x,+y",9667
16,0.75,20260919,5087,certified,9279,"-x,-y",11463
16,0.75,20260919,5088,certified,2517,"+x,+y",4746
16,0.75,20260919,5089,certified,898,"+x,-y",3082
16,0.75,20260919,5090,certified,7085,"-x,+y",9269
16,0.75,20260919,5091,certified,2032,"-x,+y",4216
16,0.75,20260919,5092,certified,26271,"+x,+y",28455
16,0.75,20260919,5093,certified,8312,"-x,+y",10496
16,0.75,20260919,5094,certified,15022,"+x,-y",17206
16,0.75,20260919,5095,certified,19861,"-x,-y",22418
16,0.75,20260919,5096,certified,6075,"+x,-y",8259
16,0.75,20260919,5097,certified,1808,"+x,-y",3992
16,0.75,20260919,5098,certified,4818,"-x,+y",7002
16,0.75,20260919,5099,certified,3764,"+x,-y",5948
16,0.75,20260919,5100,certified,13748,"+x,-y",15932
16,0.75,20260919,5101,certified,2607,"+x,+y",4791
16,0.75,20260919,5102,certified,19066,"+x,+y",21250
16,0.75,20260919,5103,certified,1118,"-x,+y",3302
16,0.75,20260919,5104,certified,4331,"-x,+y",6515
16,0.75,20260919,5105,certified,1420,"-x,+y",3604
16,0.75,20260919,5106,certified,10839,"-x,-y",13026
16,0.75,20260919,5107,certified,6252,"-x,-y",8436
16,0.75,20260919,5108,certified,16555,"-x,+y",19113
16,0.75,20260919,5109,certified,1927,"+x,+y",4111
16,0.75,20260919,5110,certified,3404,"-x,+y",5588
16,0.75,20260919,5111,certified,11302,"-x,+y",13486
16,0.75,20260919,5112,certified,16963,"-x,+y",19147
16,0.75,20260919,5113,certified,5324,"+x,-y",7508
16,0.75,20260919,5114,certified,2988,"-x,+y",5172
16,0.75,20260919,5115,certified,10908,"+x,-y",13092
16,0.75,20260919,5116,certified,17086,"+x,+y",19280
16,0.75,20260919,5117,certified,2314,"+x,-y",4498
16,0.75,20260919,5118,certified,39100,"-x,+y",42385
16,0.75,20260919,5119,certified,2732,"+x,+y",4916
16,0.75,20260919,5120,certified,18537,"+x,+y",20721
16,0.75,20260919,5121,certified,6850,"+x,-y",9034
16,0.75,20260919,5122,certified,5963,"-x,-y",8147
16,0.75,20260919,5123,certified,10018,"-x,+y",12202
16,0.75,20260919,5124,certified,2148,"+x,+y",4332
16,0.75,20260919,5125,certified,976,"+x,-y",3160
16,0.75,20260919,5126,certified,1160,"-x,+y",3344
16,0.75,20260919,5127,certified,1958,"+x,-y",4142
16,0.75,20260919,5128,certified,1667,"+x,-y",3851
16,0.75,20260919,5129,certified,6366,"+x,-y",8550
16,0.75,20260919,5130,certified,3678,"-x,+y",5862
16,0.75,20260919,5131,certified,21482,"+x,-y",23666
16,0.75,20260919,5132,certified,11967,"-x,-y",14154
16,0.75,20260919,5133,certified,13172,"-x,+y",15356
16,0.75,20260919,5134,certified,7581,"+x,-y",9765
16,0.75,20260919,5135,certified,9396,"-x,+y",11580
16,0.75,20260919,5136,certified,3666,"-x,+y",5850
16,0.75,20260919,5137,certified,13460,"+x,-y",15644
16,0.75,20260919,5138,certified,3249,"-x,+y",5433
16,0.75,20260919,5139,certified,9193,"-x,-y",11377
16,0.75,20260919,5140,certified,4516,"+x,-y",6700
16,0.75,20260919,5141,certified,4169,"+x,+y",6353
16,0.75,20260919,5142,certified,1509,"-x,+y",3693
16,0.75,20260919,5143,certified,15600,"-x,+y",17784
16,0.75,20260919,5144,certified,2082,"+x,-y",4266
16,0.75,20260919,5145,certified,22331,"-x,+y",24534
16,0.75,20260919,5146,certified,3563,"-x,+y",5747
16,0.75,20260919,5147,certified,4450,"-x,-y",6634
16,0.75,20260919,5148,certified,721,"+x,+y",2905
16,0.75,20260919,5149,certified,3667,"-x,+y",5851
16,0.75,20260919,5150,certified,6039,"-x,-y",8492
16,0.75,20260919,5151,certified,3217,"-x,-y",5401
16,0.75,20260919,5152,certified,3358,"+x,-y",5542
16,0.75,20260919,5153,certified,3470,"+x,-y",5654
16,0.75,20260919,5154,certified,2388,"+x,+y",4572
16,0.75,20260919,5155,certified,10774,"-x,-y",13024
16,0.75,20260919,5156,certified,2763,"+x,+y",4947
16,0.75,20260919,5157,certified,12188,"-x,+y",14372
16,0.75,20260919,5158,certified,4856,"-x,-y",7040
16,0.75,20260919,5159,certified,1254,"-x,+y",3438
16,0.75,20260919,5160,certified,32385,"-x,+y",34629
16,0.75,20260919,5161,certified,8242,"-x,-y",10426
16,0.75,20260919,5162,certified,6640,"+x,-y",8993
16,0.75,20260919,5163,certified,7000,"-x,-y",9184
16,0.75,20260919,5164,certified,3338,"-x,+y",5522
16,0.75,20260919,5165,certified,17349,"+x,+y",20332
16,0.75,20260919,5166,certified,1980,"-x,+y",4164
16,0.75,20260919,5167,certified,1951,"+x,+y",4135
16,0.75,20260919,5168,certified,8668,"-x,-y",10852
16,0.75,20260919,5169,certified,23315,"+x,+y",25499
16,0.75,20260919,5170,certified,2485,"+x,-y",4669
16,0.75,20260919,5171,certified,6802,"-x,+y",8986
16,0.75,20260919,5172,certified,19218,"+x,-y",21569
16,0.75,20260919,5173,certified,2162,"+x,+y",4346
16,0.75,20260919,5174,certified,7135,"+x,+y",9692
16,0.75,20260919,5175,certified,6422,"+x,-y",8606
16,0.75,20260919,5176,certified,10278,"-x,+y",12462
16,0.75,20260919,5177,certified,2359,"-x,+y",4543
16,0.75,20260919,5178,certified,1041,"-x,-y",3225
16,0.75,20260919,5179,certified,8842,"+x,-y",11097
16,0.75,20260919,5180,certified,29519,"+x,+y",31703
16,0.75,20260919,5181,certified,896,"-x,+y",3080
16,0.75,20260919,5182,certified,1747,"+x,+y",3931
16,0.75,20260919,5183,certified,18067,"+x,-y",20251
16,0.75,20260919,5184,certified,4309,"+x,+y",6493
16,0.75,20260919,5185,certified,26623,"+x,-y",28807
16,0.75,20260919,5186,certified,3495,"-x,-y",5679
16,0.75,20260919,5187,certified,5511,"-x,-y",7695
16,0.75,20260919,5188,certified,554,"-x,-y",2738
16,0.75,20260919,5189,certified,451,"+x,+y",2635
16,0.75,20260919,5190,certified,15304,"-x,+y",17488
16,0.75,20260919,5191,certified,4816,"-x,+y",7000
16,0.75,20260919,5192,certified,4798,"+x,-y",6982
16,0.75,20260919,5193,certified,3563,"-x,-y",5747
16,0.75,20260919,5194,certified,3917,"-x,-y",6101
16,0.75,20260919,5195,certified,7585,"+x,+y",9769
16,0.75,20260919,5196,certified,6397,"+x,+y",8581
16,0.75,20260919,5197,certified,519,"+x,+y",2703
16,0.75,20260919,5198,certified,3964,"+x,-y",6151
16,0.75,20260919,5199,certified,17583,"+x,-y",19767
16,0.75,20260919,5200,certified,14254,"-x,-y",16438
16,0.75,20260919,5201,certified,10624,"-x,-y",13139
16,0.75,20260919,5202,certified,2359,"-x,-y",4543
16,0.75,20260919,5203,certified,19524,"+x,-y",21708
16,0.75,20260919,5204,certified,1878,"+x,+y",4062
16,0.75,20260919,5205,certified,11998,"-x,+y",14182
16,0.75,20260919,5206,certified,28289,"+x,+y",30473
16,0.75,20260919,5207,certified,1017,"+x,+y",3201
16,0.75,20260919,5208,certified,1397,"+x,-y",3581
16,0.75,20260919,5209,certified,1264,"-x,+y",3448
16,0.75,20260919,5210,certified,2578,"-x,-y",4762
16,0.75,20260919,5211,certified,7458,"+x,-y",9642
16,0.75,20260919,5212,certified,2064,"+x,-y",4248
16,0.75,20260919,5213,certified,8534,"+x,-y",10763
16,0.75,20260919,5214,certified,8608,"+x,-y",10792
16,0.75,20260919,5215,certified,2067,"+x,+y",4251
16,0.75,20260919,5216,certified,7127,"-x,-y",9311
16,0.75,20260919,5217,certified,1821,"+x,+y",4005
16,0.75,20260919,5218,certified,9170,"+x,-y",11354
16,0.75,20260919,5219,certified,22983,"-x,-y",25167
16,0.75,20260919,5220,certified,3214,"+x,-y",5398
16,0.75,20260919,5221,certified,17343,"-x,-y",19582
16,0.75,20260919,5222,certified,7290,"-x,-y",9474
16,0.75,20260919,5223,certified,1510,"+x,-y",3694
16,0.75,20260919,5224,certified,8258,"+x,-y",10442
16,0.75,20260919,5225,certified,6427,"-x,+y",8611
16,0.75,20260919,5226,certified,3353,"-x,-y",5537
16,0.75,20260919,5227,certified,3744,"-x,+y",5973
16,0.75,20260919,5228,certified,6761,"-x,-y",8945
16,0.75,20260919,5229,certified,16118,"-x,+y",18302
16,0.75,20260919,5230,certified,2658,"-x,-y",4842
16,0.75,20260919,5231,certified,23158,"+x,-y",25347
16,0.75,20260919,5232,certified,2072,"-x,+y",4256
16,0.75,20260919,5233,certified,1356,"+x,+y",3540
16,0.75,20260919,5234,certified,3336,"-x,+y",5520
16,0.75,20260919,5235,certified,2021,"+x,+y",4205
16,0.75,20260919,5236,certified,2622,"+x,+y",4806
16,0.75,20260919,5237,certified,5257,"-x,-y",7441
16,0.75,20260919,5238,certified,3298,"+x,-y",5482
16,0.75,20260919,5239,certified,2599,"+x,+y",4783
16,0.75,20260919,5240,certified,4525,"-x,+y",6709
16,0.75,20260919,5241,certified,791,"+x,+y",2975
16,0.75,20260919,5242,certified,1227,"+x,-y",3411
16,0.75,20260919,5243,certified,11595,"-x,-y",13991
16,0.75,20260919,5244,certified,6404,"+x,-y",8588
16,0.75,20260919,5245,certified,17881,"+x,+y",20065
16,0.75,20260919,5246,certified,6320,"-x,+y",8504
16,0.75,20260919,5247,certified,8530,"-x,+y",10714
16,0.75,20260919,5248,certified,13466,"+x,-y",15653
16,0.75,20260919,5249,certified,19101,"+x,-y",21285
16,0.75,20260919,5250,certified,2358,"-x,-y",4542
16,0.75,20260919,5251,certified,917,"-x,-y",3101
16,0.75,20260919,5252,certified,3072,"+x,+y",5256
16,0.75,20260919,5253,certified,3688,"+x,-y",5872
16,0.75,20260919,5254,certified,2569,"+x,-y",4753
16,0.75,20260919,5255,certified,1189,"-x,-y",3373
16,0.75,20260919,5256,certified,17524,"+x,-y",19708
16,0.75,20260919,5257,certified,12966,"-x,+y",15419
16,0.75,20260919,5258,certified,2652,"+x,-y",4836
16,0.75,20260919,5259,certified,9433,"+x,+y",11617
16,0.75,20260919,5260,certified,10783,"+x,+y",12974
16,0.75,20260919,5261,certified,3797,"+x,+y",6036
16,0.75,20260919,5262,certified,6458,"-x,+y",8642
16,0.75,20260919,5263,certified,16697,"+x,+y",19060
16,0.75,20260919,5264,certified,10709,"-x,-y",12893
16,0.75,20260919,5265,certified,2787,"-x,-y",4971
16,0.75,20260919,5266,certified,4938,"-x,+y",7167
16,0.75,20260919,5267,certified,7790,"+x,+y",9974
16,0.75,20260919,5268,certified,27233,"-x,-y",30208
16,0.75,20260919,5269,certified,2832,"+x,-y",5016
16,0.75,20260919,5270,certified,1256,"+x,-y",3440
16,0.75,20260919,5271,certified,3997,"+x,-y",6181
16,0.75,20260919,5272,certified,22193,"-x,-y",24380
16,0.75,20260919,5273,certified,2578,"+x,+y",4762
16,0.75,20260919,5274,certified,1049,"+x,+y",3233
16,0.75,20260919,5275,certified,4944,"+x,-y",7128
16,0.75,20260919,5276,certified,6798,"+x,-y",8982
16,0.75,20260919,5277,certified,3135,"-x,+y",5319
16,0.75,20260919,5278,certified,3566,"-x,+y",5750
16,0.75,20260919,5279,certified,6764,"+x,-y",8948
16,0.75,20260919,5280,certified,6342,"-x,-y",8526
16,0.75,20260919,5281,certified,1153,"+x,+y",3337
16,0.75,20260919,5282,certified,9233,"+x,-y",11417
16,0.75,20260919,5283,certified,11794,"-x,+y",13978
16,0.75,20260919,5284,certified,3009,"-x,-y",5193
16,0.75,20260919,5285,certified,34774,"+x,-y",37506
16,0.75,20260919,5286,certified,9972,"-x,+y",12156
16,0.75,20260919,5287,certified,1363,"-x,-y",3547
16,0.75,20260919,5288,certified,3035,"+x,-y",5219
16,0.75,20260919,5289,certified,4281,"-x,-y",6465
16,0.75,20260919,5290,certified,4879,"-x,-y",7063
16,0.75,20260919,5291,certified,4776,"+x,+y",6960
16,0.75,20260919,5292,certified,5997,"-x,+y",8181
16,0.75,20260919,5293,certified,1098,"+x,-y",3282
16,0.75,20260919,5294,certified,3715,"-x,-y",5899
16,0.75,20260919,5295,certified,3537,"-x,-y",5721
16,0.75,20260919,5296,certified,871,"-x,-y",3055
16,0.75,20260919,5297,certified,19074,"-x,-y",21438
16,0.75,20260919,5298,certified,2193,"-x,+y",4377
16,0.75,20260919,5299,certified,4213,"-x,-y",6397
16,0.75,20260919,5300,certified,1855,"+x,+y",4039
16,0.75,20260919,5301,certified,4395,"+x,+y",6579
16,0.75,20260919,5302,certified,5594,"+x,-y",7778
16,0.75,20260919,5303,certified,4658,"+x,+y",6842
16,0.75,20260919,5304,certified,4361,"-x,+y",6545
16,0.75,20260919,5305,certified,1126,"+x,-y",3310
16,0.75,20260919,5306,certified,5105,"+x,-y",7337
16,0.75,20260919,5307,certified,8964,"+x,+y",11148
16,0.75,20260919,5308,certified,3275,"-x,-y",5459
16,0.75,20260919,5309,certified,15131,"-x,-y",17802
16,0.75,20260919,5310,certified,5396,"+x,-y",7580
16,0.75,20260919,5311,certified,13615,"+x,-y",16801
16,0.75,20260919,5312,certified,3843,"-x,-y",6027
16,0.75,20260919,5313,certified,2698,"-x,+y",4882
16,0.75,20260919,5314,certified,2388,"+x,-y",4572
16,0.75,20260919,5315,certified,4707,"-x,-y",6891
16,0.75,20260919,5316,certified,15819,"+x,+y",18003
16,0.75,20260919,5317,certified,3518,"+x,-y",5705
16,0.75,20260919,5318,certified,1086,"-x,+y",3270
16,0.75,20260919,5319,certified,3753,"+x,-y",5937
16,0.75,20260919,5320,certified,680,"+x,+y",2864
16,0.75,20260919,5321,certified,10025,"+x,-y",12209
16,0.75,20260919,5322,certified,12437,"+x,-y",14621
16,0.75,20260919,5323,certified,12620,"-x,+y",14804
16,0.75,20260919,5324,certified,10133,"+x,+y",12320
16,0.75,20260919,5325,certified,1104,"-x,+y",3288
16,0.75,20260919,5326,certified,6349,"+x,+y",8533
16,0.75,20260919,5327,certified,7644,"-x,+y",10419
16,0.75,20260919,5328,certified,2201,"+x,-y",4385
16,0.75,20260919,5329,certified,7324,"+x,+y",9508
16,0.75,20260919,5330,certified,1922,"+x,-y",4106
16,0.75,20260919,5331,certified,5855,"-x,-y",8046
16,0.75,20260919,5332,certified,6023,"+x,+y",8207
16,0.75,20260919,5333,certified,2528,"-x,-y",4712
16,0.75,20260919,5334,certified,2787,"-x,-y",4971
16,0.75,20260919,5335,certified,9821,"+x,+y",12005
16,0.75,20260919,5336,certified,27904,"-x,+y",31191
16,0.75,20260919,5337,certified,12363,"-x,-y",14547
16,0.75,20260919,5338,certified,5503,"-x,+y",7853
16,0.75,20260919,5339,certified,18924,"+x,-y",21108
16,0.75,20260919,5340,certified,9527,"-x,-y",11711
16,0.75,20260919,5341,certified,13004,"-x,+y",15243
16,0.75,20260919,5342,certified,1656,"+x,+y",3840
16,0.75,20260919,5343,certified,75341,"-x,-y",79203
16,0.75,20260919,5344,certified,10978,"+x,-y",13162
16,0.75,20260919,5345,certified,4017,"-x,-y",6201
16,0.75,20260919,5346,certified,37754,"-x,+y",39938
16,0.75,20260919,5347,certified,4719,"+x,-y",6903
16,0.75,20260919,5348,certified,2570,"+x,+y",4754
16,0.75,20260919,5349,certified,16992,"-x,-y",19176
16,0.75,20260919,5350,certified,9741,"+x,+y",11925
16,0.75,20260919,5351,certified,6024,"+x,+y",8210
16,0.75,20260919,5352,certified,3724,"-x,+y",5908
16,0.75,20260919,5353,certified,6385,"+x,+y",8569
16,0.75,20260919,5354,certified,9769,"+x,-y",11953
16,0.75,20260919,5355,certified,3176,"-x,-y",5360
16,0.75,20260919,5356,certified,6047,"-x,+y",8231
16,0.75,20260919,5357,certified,1825,"+x,-y",4009
16,0.75,20260919,5358,certified,5769,"+x,-y",7953
16,0.75,20260919,5359,certified,3537,"-x,-y",5721
16,0.75,20260919,5360,certified,7634,"-x,+y",9818
16,0.75,20260919,5361,certified,62321,"-x,-y",65039
16,0.75,20260919,5362,certified,2319,"+x,+y",4503
16,0.75,20260919,5363,certified,2958,"-x,+y",5142
16,0.75,20260919,5364,certified,11111,"+x,+y",13295
16,0.75,20260919,5365,certified,21794,"-x,-y",24352
16,0.75,20260919,5366,certified,2802,"-x,+y",4986
16,0.75,20260919,5367,certified,20045,"+x,-y",22229
16,0.75,20260919,5368,certified,4539,"-x,-y",6723
16,0.75,20260919,5369,certified,3089,"+x,-y",5273
16,0.75,20260919,5370,certified,16384,"+x,-y",18568
16,0.75,20260919,5371,certified,27019,"+x,+y",29203
16,0.75,20260919,5372,certified,2547,"-x,-y",4731
16,0.75,20260919,5373,certified,1248,"+x,-y",3432
16,0.75,20260919,5374,certified,698,"+x,-y",2882
16,0.75,20260919,5375,certified,4859,"+x,-y",7049
16,0.75,20260919,5376,certified,6478,"+x,-y",8662
16,0.75,20260919,5377,certified,4023,"+x,-y",6207
16,0.75,20260919,5378,certified,15321,"+x,-y",17505
16,0.75,20260919,5379,certified,14262,"+x,+y",16777
16,0.75,20260919,5380,certified,7476,"+x,+y",9726
16,0.75,20260919,5381,certified,7529,"+x,-y",9713
16,0.75,20260919,5382,certified,4718,"+x,+y",6902
16,0.75,20260919,5383,certified,2178,"+x,-y",4362
16,0.75,20260919,5384,certified,3814,"-x,+y",5998
16,0.75,20260919,5385,certified,2523,"-x,-y",4707
16,0.75,20260919,5386,certified,8964,"+x,+y",11148
16,0.75,20260919,5387,certified,3257,"+x,+y",5486
16,0.75,20260919,5388,certified,19366,"+x,+y",21550
16,0.75,20260919,5389,certified,3112,"-x,+y",5296
16,0.75,20260919,5390,certified,1716,"-x,+y",3900
16,0.75,20260919,5391,certified,6624,"+x,-y",8808
16,0.75,20260919,5392,certified,5960,"+x,+y",8144
16,0.75,20260919,5393,certified,11914,"-x,-y",14098
16,0.75,20260919,5394,certified,28196,"+x,+y",30725
16,0.75,20260919,5395,certified,4930,"+x,+y",7114
16,0.75,20260919,5396,certified,12828,"-x,-y",15012
16,0.75,20260919,5397,certified,17802,"-x,-y",20046
16,0.75,20260919,5398,certified,3594,"-x,-y",5778
16,0.75,20260919,5399,certified,11252,"-x,+y",13436
16,0.75,20260919,5400,certified,4143,"+x,-y",6327
16,0.75,20260919,5401,certified,758,"-x,+y",2942
16,0.75,20260919,5402,certified,7907,"-x,-y",10091
16,0.75,20260919,5403,certified,2701,"-x,-y",4885
16,0.75,20260919,5404,certified,4585,"-x,+y",6769
16,0.75,20260919,5405,certified,10767,"-x,+y",12951
16,0.75,20260919,5406,certified,2342,"-x,-y",4526
16,0.75,20260919,5407,certified,2780,"+x,-y",4964
16,0.75,20260919,5408,certified,16754,"-x,+y",18940
16,0.75,20260919,5409,certified,3814,"+x,-y",5998
16,0.75,20260919,5410,certified,4192,"-x,+y",6376
16,0.75,20260919,5411,certified,3184,"-x,+y",5368
16,0.75,20260919,5412,certified,7550,"-x,+y",9734
16,0.75,20260919,5413,certified,27173,"-x,+y",29433
16,0.75,20260919,5414,certified,18444,"-x,+y",20642
16,0.75,20260919,5415,certified,6157,"+x,-y",8341
16,0.75,20260919,5416,certified,1010,"+x,-y",3194
16,0.75,20260919,5417,certified,3607,"-x,-y",5791
16,0.75,20260919,5418,certified,6378,"+x,-y",8562
16,0.75,20260919,5419,certified,6967,"-x,+y",9151
16,0.75,20260919,5420,certified,3329,"+x,+y",5513
16,0.75,20260919,5421,certified,971,"+x,+y",3155
16,0.75,20260919,5422,certified,29144,"+x,+y",31336
16,0.75,20260919,5423,certified,11208,"-x,+y",13775
16,0.75,20260919,5424,certified,9033,"-x,+y",11217
16,0.75,20260919,5425,certified,1596,"+x,-y",3781
16,0.75,20260919,5426,certified,1668,"-x,+y",3852
16,0.75,20260919,5427,certified,4718,"+x,-y",6902
16,0.75,20260919,5428,certified,6701,"-x,-y",8885
16,0.75,20260919,5429,certified,8408,"+x,-y",10592
16,0.75,20260919,5430,certified,8985,"-x,-y",11169
16,0.75,20260919,5431,certified,11280,"-x,-y",13464
16,0.75,20260919,5432,certified,9404,"+x,-y",11729
16,0.75,20260919,5433,certified,2640,"-x,+y",4824
16,0.75,20260919,5434,certified,9189,"-x,-y",11746
16,0.75,20260919,5435,certified,2780,"+x,-y",4964
16,0.75,20260919,5436,certified,7170,"+x,+y",9354
16,0.75,20260919,5437,certified,2148,"+x,+y",4332
16,0.75,20260919,5438,certified,10139,"+x,+y",12323
16,0.75,20260919,5439,certified,4310,"+x,-y",6494
16,0.75,20260919,5440,certified,3947,"+x,+y",6134
16,0.75,20260919,5441,certified,16999,"+x,-y",19183
16,0.75,20260919,5442,certified,5817,"-x,-y",8001
16,0.75,20260919,5443,certified,10446,"-x,+y",12630
16,0.75,20260919,5444,certified,903,"+x,+y",3087
16,0.75,20260919,5445,certified,4771,"+x,-y",6955
16,0.75,20260919,5446,certified,723,"+x,+y",2907
16,0.75,20260919,5447,certified,5696,"-x,-y",7880
16,0.75,20260919,5448,certified,1311,"-x,+y",3495
16,0.75,20260919,5449,certified,18695,"+x,+y",20879
16,0.75,20260919,5450,certified,7336,"+x,+y",9520
16,0.75,20260919,5451,certified,2631,"+x,+y",4815
16,0.75,20260919,5452,certified,766,"+x,-y",2950
16,0.75,20260919,5453,certified,3035,"+x,+y",5222
16,0.75,20260919,5454,certified,759,"+x,+y",2943
16,0.75,20260919,5455,certified,3653,"-x,-y",5837
16,0.75,20260919,5456,certified,7110,"+x,-y",9740
16,0.75,20260919,5457,certified,701,"-x,-y",2885
16,0.75,20260919,5458,certified,4162,"+x,+y",6346
16,0.75,20260919,5459,certified,70011,"+x,+y",72641
16,0.75,20260919,5460,certified,19935,"-x,+y",22123
16,0.75,20260919,5461,certified,4355,"-x,-y",6539
16,0.75,20260919,5462,certified,1685,"-x,-y",3869
16,0.75,20260919,5463,certified,9860,"+x,-y",12044
16,0.75,20260919,5464,certified,719,"+x,-y",2903
16,0.75,20260919,5465,certified,10800,"+x,-y",12984
16,0.75,20260919,5466,certified,4842,"-x,-y",7026
16,0.75,20260919,5467,certified,10517,"-x,+y",12841
16,0.75,20260919,5468,certified,12497,"+x,-y",14737
16,0.75,20260919,5469,certified,19629,"-x,-y",22394
16,0.75,20260919,5470,certified,1138,"-x,-y",3322
16,0.75,20260919,5471,certified,2152,"-x,+y",4336
16,0.75,20260919,5472,certified,2958,"+x,+y",5142
16,0.75,20260919,5473,certified,2571,"+x,+y",4755
16,0.75,20260919,5474,certified,2898,"+x,-y",5082
16,0.75,20260919,5475,certified,2874,"-x,+y",5058
16,0.75,20260919,5476,certified,6014,"+x,-y",8200
16,0.75,20260919,5477,certified,3631,"+x,+y",5815
16,0.75,20260919,5478,certified,12820,"+x,+y",15004
16,0.75,20260919,5479,certified,2797,"+x,-y",4981
16,0.75,20260919,5480,certified,25357,"+x,-y",27541
16,0.75,20260919,5481,certified,12801,"+x,+y",14985
16,0.75,20260919,5482,certified,10972,"-x,+y",13156
16,0.75,20260919,5483,certified,19356,"+x,-y",21540
16,0.75,20260919,5484,certified,914,"+x,-y",3098
16,0.75,20260919,5485,certified,2200,"+x,-y",4384
16,0.75,20260919,5486,certified,2499,"+x,+y",4683
16,0.75,20260919,5487,certified,831,"-x,-y",3015
16,0.75,20260919,5488,certified,3057,"-x,+y",5241
16,0.75,20260919,5489,certified,11514,"-x,+y",13698
16,0.75,20260919,5490,certified,3529,"-x,+y",5713
16,0.75,20260919,5491,certified,15291,"-x,-y",18264
16,0.75,20260919,5492,certified,577,"+x,+y",2761
16,0.75,20260919,5493,certified,482,"+x,-y",2666
16,0.75,20260919,5494,certified,6301,"+x,+y",8660
16,0.75,20260919,5495,certified,6588,"-x,-y",8772
16,0.75,20260919,5496,certified,2299,"-x,-y",4483
16,0.75,20260919,5497,certified,5286,"+x,-y",7475
16,0.75,20260919,5498,certified,12387,"+x,+y",14572
16,0.75,20260919,5499,certified,1720,"+x,+y",3904
16,0.75,20260919,5500,certified,12049,"-x,+y",14233
16,0.75,20260919,5501,certified,12115,"+x,-y",14299
16,0.75,20260919,5502,certified,6133,"-x,-y",8317
16,0.75,20260919,5503,certified,11205,"+x,-y",13389
16,0.75,20260919,5504,certified,7594,"+x,-y",9778
16,0.75,20260919,5505,certified,9751,"-x,+y",11935
16,0.75,20260919,5506,certified,3553,"+x,-y",5737
16,0.75,20260919,5507,certified,4105,"-x,+y",6289
16,0.75,20260919,5508,certified,2856,"-x,-y",5040
16,0.75,20260919,5509,certified,1125,"+x,-y",3309
16,0.75,20260919,5510,certified,3083,"+x,+y",5310
16,0.75,20260919,5511,certified,2228,"-x,-y",4412
16,0.75,20260919,5512,certified,22336,"-x,-y",24520
16,0.75,20260919,5513,certified,5291,"-x,+y",7475
16,0.75,20260919,5514,certified,10224,"+x,+y",12408
16,0.75,20260919,5515,certified,24813,"-x,+y",27045
16,0.75,20260919,5516,certified,3173,"-x,+y",5357
16,0.75,20260919,5517,certified,813,"-x,-y",2997
16,0.75,20260919,5518,certified,4370,"-x,+y",6554
16,0.75,20260919,5519,certified,2149,"+x,+y",4333
16,0.75,20260919,5520,certified,541,"+x,+y",2725
16,0.75,20260919,5521,certified,6859,"-x,-y",9043
16,0.75,20260919,5522,certified,7632,"+x,-y",9816
16,0.75,20260919,5523,certified,21955,"-x,-y",24408
16,0.75,20260919,5524,certified,4614,"-x,+y",6801
16,0.75,20260919,5525,certified,3601,"-x,-y",5785
16,0.75,20260919,5526,certified,19910,"-x,+y",22571
16,0.75,20260919,5527,certified,2567,"-x,-y",4751
16,0.75,20260919,5528,certified,1187,"+x,-y",3371
16,0.75,20260919,5529,certified,2644,"-x,-y",4828
16,0.75,20260919,5530,certified,15249,"-x,-y",17433
16,0.75,20260919,5531,certified,4012,"-x,+y",6196
16,0.75,20260919,5532,certified,2056,"-x,-y",4240
16,0.75,20260919,5533,certified,2352,"+x,-y",4541
16,0.75,20260919,5534,certified,11204,"-x,-y",13388
16,0.75,20260919,5535,certified,15081,"-x,+y",17749
16,0.75,20260919,5536,certified,3508,"-x,+y",5692
16,0.75,20260919,5537,certified,17115,"+x,+y",19299
16,0.75,20260919,5538,certified,2722,"-x,+y",4906
16,0.75,20260919,5539,certified,5656,"-x,-y",7840
16,0.75,20260919,5540,certified,9592,"+x,+y",11776
16,0.75,20260919,5541,certified,11189,"-x,+y",13433
16,0.75,20260919,5542,certified,6164,"-x,+y",8348
16,0.75,20260919,5543,certified,10553,"-x,+y",12737
16,0.75,20260919,5544,certified,4526,"+x,-y",6710
16,0.75,20260919,5545,certified,841,"-x,-y",3025
16,0.75,20260919,5546,certified,8625,"-x,+y",10826
16,0.75,20260919,5547,certified,5307,"+x,-y",7491
16,0.75,20260919,5548,certified,9140,"+x,-y",11324
16,0.75,20260919,5549,certified,4418,"+x,-y",6657
16,0.75,20260919,5550,certified,3997,"-x,-y",6181
16,0.75,20260919,5551,certified,4540,"-x,-y",6724
16,0.75,20260919,5552,certified,4465,"+x,+y",6694
16,0.75,20260919,5553,certified,5385,"-x,+y",7569
16,0.75,20260919,5554,certified,13615,"-x,-y",15799
16,0.75,20260919,5555,certified,2313,"-x,-y",4497
16,0.75,20260919,5556,certified,3192,"-x,-y",5376
16,0.75,20260919,5557,certified,2173,"+x,-y",4357
16,0.75,20260919,5558,certified,1930,"-x,-y",4114
